season,n,position,n_adp,k,rho_model,top_model,pts_top_model,rho_model_no_bonus,top_model_no_bonus,pts_top_model_no_bonus,rho_b2_prior_points,top_b2_prior_points,pts_top_b2_prior_points,rho_b3_wavg_ppg,top_b3_wavg_ppg,pts_top_b3_wavg_ppg,rho_b1_adp,mae_games_x,bias_games_x,mae_naive_games,mae_carries,bias_carries,mae_naive_carries,mae_rush_yards,bias_rush_yards,mae_naive_rush_yards,mae_rush_tds,bias_rush_tds,mae_naive_rush_tds,mae_targets,bias_targets,mae_naive_targets,mae_receptions,bias_receptions,mae_naive_receptions,mae_rec_yards,bias_rec_yards,mae_naive_rec_yards,bonus_actual_rec,bonus_actual_rush,bonus_actual_pass,bonus_pred_total,bonus_actual_total,top_b1_adp,pts_top_b1_adp,adpsub_rho_model,adpsub_top_model,adpsub_pts_top_model,adpsub_rho_model_no_bonus,adpsub_top_model_no_bonus,adpsub_pts_top_model_no_bonus,adpsub_rho_b2_prior_points,adpsub_top_b2_prior_points,adpsub_pts_top_b2_prior_points,adpsub_rho_b3_wavg_ppg,adpsub_top_b3_wavg_ppg,adpsub_pts_top_b3_wavg_ppg,adpsub_rho_b1_adp,adpsub_top_b1_adp,adpsub_pts_top_b1_adp,arm,mae_games_y,bias_games_y,n_returning,mae_games_returning,bias_games_returning,rho_returning,mae_attempts,bias_attempts,mae_naive_attempts,mae_pass_yards,bias_pass_yards,mae_naive_pass_yards,mae_pass_tds,bias_pass_tds,mae_naive_pass_tds,mae_interceptions,bias_interceptions,mae_naive_interceptions,mae_rec_tds,bias_rec_tds,mae_naive_rec_tds
2023,136,RB,58,20,0.7424440256942254,0.45,164.483,0.7418791467713222,0.45,164.483,0.5636052204541047,0.45,158.41799999999998,0.4176398723381786,0.5,169.70299999999997,0.24453504065642806,4.276807727001135,0.14185118209915626,4.8161764705882355,45.684826334739604,-5.113667454887912,53.095588235294116,201.2472983810514,-13.194436575307503,245.46323529411765,1.8650645100607874,-0.08354357326235422,2.2941176470588234,12.894823948367362,-0.6406071261379234,16.74264705882353,10.165025144076617,-0.8385138093087879,13.147058823529411,77.01561875344726,1.924190807789778,97.13235294117646,2.0,102.5,0.0,118.4402481364057,104.5,0.55,162.21999999999997,0.39684395090590296,0.5,175.618,0.39604417238303247,0.5,175.618,0.20756520374624912,0.5,162.091,0.20623858461306183,0.5,166.91299999999998,0.24453504065642806,0.55,162.21999999999997,E,4.276807727001135,0.14185118209915626,33,3.0666121454767086,1.510797340595103,0.36560058396973144,,,,,,,,,,,,,,,
2024,122,RB,53,20,0.7564876757343075,0.55,202.37,0.7571891677647017,0.55,202.37,0.6850717724696203,0.6,207.75100000000003,0.5754725090407717,0.6,205.27099999999996,0.47993790797337277,4.293639964764625,-0.3350578603645251,4.778688524590164,49.38115665082253,-9.241604928820054,52.52459016393443,231.33519880647364,-54.37018358690961,234.51639344262296,2.158187153431758,-0.5844285840865668,2.081967213114754,11.577288304942078,0.9031245495160829,13.073770491803279,9.241725522531294,-0.18192131021492708,10.278688524590164,77.52226896086898,-1.7838007780303764,84.73770491803279,2.0,140.5,0.0,104.95736497592989,142.5,0.7,219.78100000000003,0.4453000585499683,0.55,202.37,0.44263914375917623,0.55,202.37,0.48430939402062645,0.6,207.75100000000003,0.49209935260434023,0.6,205.27099999999996,0.47993790797337277,0.7,219.78100000000003,E,4.293639964764625,-0.3350578603645251,22,3.8749509549360197,1.3164758493633935,0.22997618713063334,,,,,,,,,,,,,,,
2014,68,QB,0,10,0.7787506208297263,0.6,284.172,0.7788272393481078,0.6,284.172,0.7050464538917739,0.5,295.78000000000003,0.6795215853713177,0.7,307.882,,3.3031002107229446,-0.16827754606511655,3.485294117647059,11.4729519449085,-1.3686976369478443,12.323529411764707,54.03860233799927,-6.350946960453981,62.161764705882355,,,,,,,,,,,,,0.0,6.5,201.5,199.15310338544418,208.0,,,,,,,,,,,,,,,,,,A,3.3031002107229446,-0.16827754606511655,21,2.6442234672437546,-0.4560543745223294,0.251959619198315,113.61419290464457,-0.48084869007431263,126.22058823529412,846.1046463106089,-32.73015613326673,874.5441176470588,5.776748932823154,-0.45124458192690653,6.117647058823529,3.3958963902860693,0.3089053729888817,5.029411764705882,,,
2015,72,QB,0,10,0.6627549485459183,0.3,244.728,0.6616252892881456,0.3,244.728,0.6300732470110181,0.5,261.136,0.6249110633864847,0.6,273.872,,3.567702784740358,-0.07397824701708916,3.6805555555555554,12.24299705998555,0.40481691187277896,12.5,54.73659974889836,4.3630068623544975,60.77777777777778,,,,,,,,,,,,,0.0,3.0,230.0,176.89414054391304,233.0,,,,,,,,,,,,,,,,,,A,3.567702784740358,-0.07397824701708916,26,2.70168716443738,-1.3729818515024956,0.3174566717697196,122.15555797255632,-8.723148763770562,123.06944444444444,900.2752270358471,-88.2598009673118,931.6666666666666,6.416709480772751,-0.751143495473044,7.208333333333333,2.8995820550419382,0.23347315975173089,3.388888888888889,,,
2016,76,QB,0,10,0.7203586600068004,0.5,264.96799999999996,0.7197240192399356,0.5,264.96799999999996,0.6199797294200764,0.5,289.784,0.6062206682847894,0.4,287.782,,3.348390453889495,0.2064612814118687,3.3289473684210527,10.250767404562433,1.4852128911021125,10.960526315789474,59.65131659168092,8.980955310700761,56.31578947368421,,,,,,,,,,,,,0.0,1.0,200.0,244.2268285201435,201.0,,,,,,,,,,,,,,,,,,A,3.348390453889495,0.2064612814118687,25,2.0190829073669243,0.7556891696931953,0.25643794866307706,113.90936641539139,3.7077850544339848,111.46052631578948,817.9078096654883,26.371037182666967,751.4736842105264,5.312737164601475,0.6072262793521825,5.552631578947368,3.128431884122483,0.7794821542033216,3.3552631578947367,,,
2017,80,QB,0,10,0.707010529258441,0.5,232.87600000000003,0.7078171584988955,0.5,232.87600000000003,0.6951835533340037,0.4,228.82200000000003,0.534682860385072,0.6,242.996,,3.2981610558699272,-0.09518967631207487,3.2,11.338263442245324,-1.3726627876378235,11.9625,57.204318255816304,-11.092166406681827,67.1625,,,,,,,,,,,,,0.0,0.0,164.0,227.79404462563275,164.0,,,,,,,,,,,,,,,,,,A,3.2981610558699272,-0.09518967631207487,35,2.326567006526975,-0.6553396574105179,0.22532597219410708,100.86148315895446,2.0375799432934394,106.0875,703.7691413953169,35.251231377038685,769.35,5.195428339605801,0.35255410084789196,5.75,3.0033232215912697,0.01919902279105472,3.5625,,,
2018,72,QB,19,10,0.6316086081398262,0.3,272.384,0.6283838002318874,0.3,280.178,0.4794951222715896,0.4,270.064,0.5694547478568106,0.5,280.962,0.39067497183495997,3.5817173189561466,-0.11282316593377988,4.458333333333333,14.22566345349609,-2.351288631898697,18.041666666666668,73.41734713788219,-13.091525093292594,92.08333333333333,,,,,,,,,,,,,0.0,3.0,276.5,200.99079774199055,279.5,0.6,276.822,-0.08421052631578947,0.5,239.67399999999998,-0.08070175438596491,0.5,239.67399999999998,-0.005263157894736842,0.6,256.64,0.09473684210526316,0.6,256.802,0.39067497183495997,0.6,276.822,A,3.5817173189561466,-0.11282316593377988,26,2.800022489349892,-0.9021856659677828,0.30959224394458507,115.25282922955928,1.7103444156213026,146.93055555555554,866.9201520180574,-53.307097407343285,1046.9583333333333,6.36401650021976,-0.9536861064827187,6.791666666666667,3.1536731582430955,0.19245253117974898,4.541666666666667,,,
2019,79,QB,20,10,0.6897502902208523,0.6,269.38800000000003,0.6897008156097832,0.6,269.38800000000003,0.56404287102651,0.5,229.536,0.5252035917417893,0.5,230.394,0.1572611430889571,3.517714478369649,0.49073291272780156,3.962025316455696,12.64269511065774,1.19431274046857,14.569620253164556,62.043138612669445,5.2866298015958,73.86075949367088,,,,,,,,,,,,,0.0,6.5,228.5,222.5835576280634,235.0,0.5,279.372,0.3954887218045112,0.7,294.684,0.393984962406015,0.7,294.684,0.12180451127819547,0.6,286.13800000000003,0.15939849624060148,0.6,283.36199999999997,0.1572611430889571,0.5,279.372,A,3.517714478369649,0.49073291272780156,35,2.6127889532081294,0.06341060678419856,0.28118272615898027,123.02611974033121,12.013266240495943,137.72151898734177,885.5847940057673,71.88651327090918,940.7594936708861,5.6334426008658305,0.4803043398708582,6.405063291139241,3.428028430184178,0.5100492698790365,4.151898734177215,,,
2020,80,QB,20,10,0.744292863218249,0.6,283.1,0.7445996907819665,0.6,283.1,0.6585007473279235,0.7,311.982,0.6313719531738502,0.6,295.43399999999997,0.41654135338345866,3.566868314919001,-0.2955019779748497,3.675,13.333792991151721,-2.8264290493519546,13.7,68.16992465326878,-15.87135956991458,64.775,,,,,,,,,,,,,0.0,4.0,233.0,231.84895918432647,237.0,0.7,319.61199999999997,0.29624060150375936,0.6,306.78200000000004,0.312781954887218,0.6,306.78200000000004,0.4917293233082706,0.8,331.832,0.4917293233082706,0.8,326.904,0.41654135338345866,0.7,319.61199999999997,A,3.566868314919001,-0.2955019779748497,35,3.2370750546747473,-0.954659863534381,0.24800435485333724,112.88247765484502,0.7725315838395638,126.0625,847.6250755222275,-10.7796375371649,904.275,6.292704417735832,-0.8358884632174579,6.425,3.008343869362549,0.4787393216228838,3.8125,,,
2021,82,QB,24,10,0.7174033242278308,0.5,292.43600000000004,0.7187863021328921,0.5,292.436,0.5921742871240119,0.5,299.368,0.5577153892573391,0.6,305.73799999999994,0.6192650722605039,3.503720829960198,0.4610939062706312,4.012195121951219,12.00673639248229,1.5545216072564756,15.21951219512195,57.44134350593152,7.426445939113461,78.04878048780488,,,,,,,,,,,,,0.0,4.0,192.5,258.35304457547676,196.5,0.7,326.574,0.2582608695652174,0.5,275.104,0.25913043478260867,0.5,275.104,0.5668176314366014,0.6,290.278,0.4890876326725683,0.6,288.406,0.6192650722605039,0.7,326.574,A,3.503720829960198,0.4610939062706312,34,2.332661834485391,-0.05878769845121076,0.4011989704755435,115.97629283960822,26.90201582379303,125.7560975609756,844.8289250945074,205.70045820676293,903.329268292683,6.23655470298789,1.2776613765551745,6.280487804878049,3.1372366215015637,0.6150353110888093,4.073170731707317,,,
2022,82,QB,14,10,0.7421102179892878,0.3,279.216,0.7427661593740342,0.3,279.216,0.7168849582263956,0.5,301.484,0.6061011471986932,0.2,249.17,0.3322334243638211,2.824064449724501,-0.20034428759484782,3.1463414634146343,11.745952260860784,-3.6278164186587794,13.158536585365853,63.70400732889719,-19.786058258728637,64.79268292682927,,,,,,,,,,,,,0.0,11.0,162.0,213.7466378850779,173.0,0.7,270.22200000000004,0.4153846153846154,0.7,281.20799999999997,0.49890109890109896,0.7,281.20799999999997,0.45494505494505494,0.7,279.408,0.3406593406593406,0.7,265.23,0.3322334243638211,0.7,270.22200000000004,A,2.824064449724501,-0.20034428759484782,34,2.346941411494171,-0.5989854122204721,0.21389279073918327,89.09317109641584,1.0555527479714422,95.97560975609755,645.5062702416944,31.03565262300453,695.3536585365854,4.600748961987659,0.9225082204045403,5.073170731707317,2.3320282391620792,0.09348440678368802,3.0365853658536586,,,
2023,87,QB,24,10,0.6030192665062549,0.3,215.30599999999998,0.6010456013430294,0.3,215.30599999999998,0.529996688233915,0.4,244.16200000000003,0.4695871369879191,0.3,197.636,0.11007180938638823,3.98447565567466,-0.011393163290219218,4.425287356321839,13.855576447673046,-0.3675776810698663,16.091954022988507,60.512897047339656,6.699349055007829,77.94252873563218,,,,,,,,,,,,,0.0,2.0,149.0,204.10105933971988,151.0,0.5,255.57999999999998,0.10869565217391304,0.4,215.392,0.10869565217391304,0.4,215.392,0.19565217391304346,0.5,244.16200000000003,0.1652173913043478,0.4,224.24,0.11007180938638823,0.5,255.57999999999998,A,3.98447565567466,-0.011393163290219218,38,3.3281201506507805,-1.4722453947601852,0.23401545813315813,125.02305543399738,9.827929129025078,145.1494252873563,929.9062318731666,74.73592348804749,1029.471264367816,5.835586491150395,0.8004217826275393,5.988505747126437,3.272032688410733,0.3034320918596521,3.8160919540229883,,,
2024,91,QB,23,10,0.7176190808345019,0.4,261.38599999999997,0.7154033151130367,0.4,261.38599999999997,0.5316679849407927,0.4,279.772,0.4831447349286656,0.4,253.55199999999996,0.30548693796512577,3.44950863818444,-0.021116789585655046,4.186813186813187,15.060528503742601,-1.632002825932181,18.384615384615383,81.79796436543376,-18.629801997448695,98.15384615384616,,,,,,,,,,,,,0.0,2.0,137.5,195.3961599219174,139.5,0.6,275.074,0.46047430830039526,0.6,283.068,0.46047430830039526,0.6,283.068,0.24530180149995037,0.6,279.772,0.32616754146218147,0.6,272.25999999999993,0.30548693796512577,0.6,275.074,A,3.44950863818444,-0.021116789585655046,39,2.169441024122529,-0.4943598386160124,0.48005235191246454,110.48824061343859,10.681074572187065,136.47252747252747,794.4551057670138,63.074752455684724,936.7582417582418,5.442923636791533,-0.07534471591034926,5.967032967032967,3.347209012422322,0.5694315672501915,4.021978021978022,,,
2014,68,QB,0,10,0.7866738956931367,0.6,284.172,0.7864823603659811,0.6,284.172,0.7050464538917739,0.5,295.78000000000003,0.6795215853713177,0.7,307.882,,3.3412192831851506,-0.11520587225315226,3.485294117647059,11.617394908215054,-1.1814191585437281,12.323529411764707,54.14681013473584,-5.471159651008344,62.161764705882355,,,,,,,,,,,,,0.0,6.5,201.5,199.38912996286606,208.0,,,,,,,,,,,,,,,,,,B,3.3412192831851506,-0.11520587225315226,21,2.7096575310100266,-0.44316084683415047,0.2363357751542422,114.92100445352645,0.9123626295695142,126.22058823529412,855.1110502440221,-22.822982315773356,874.5441176470588,5.812498440846308,-0.3868979142519184,6.117647058823529,3.414427158899482,0.345457991506549,5.029411764705882,,,
2015,72,QB,0,10,0.6633197781748047,0.3,244.728,0.6612218395532267,0.3,244.728,0.6300732470110181,0.5,261.136,0.6249110633864847,0.6,273.872,,3.557369300398838,-0.13944216811637977,3.6805555555555554,12.32371755116017,0.31463174435782904,12.5,54.944136894563634,4.172719536960811,60.77777777777778,,,,,,,,,,,,,0.0,3.0,230.0,175.79457663939365,233.0,,,,,,,,,,,,,,,,,,B,3.557369300398838,-0.13944216811637977,26,2.720240356924693,-1.5659927283712631,0.3181475459193817,120.96886137964364,-10.596036352207951,123.06944444444444,893.9452458720083,-101.20981428126473,931.6666666666666,6.457523572907271,-0.8329718784608965,7.208333333333333,2.8731529611469973,0.1818822816637454,3.388888888888889,,,
2016,76,QB,0,10,0.7206483873134125,0.5,264.96799999999996,0.7206897769286428,0.5,264.96799999999996,0.6199797294200764,0.5,289.784,0.6062206682847894,0.4,287.782,,3.345842473230341,0.21983430027517675,3.3289473684210527,10.186898105788888,1.5319701885268007,10.960526315789474,59.01695076330471,9.223883928789174,56.31578947368421,,,,,,,,,,,,,0.0,1.0,200.0,245.60289893196102,201.0,,,,,,,,,,,,,,,,,,B,3.345842473230341,0.21983430027517675,25,2.0179081847833116,0.6671853842371911,0.2572533316476973,113.23703860253705,4.45410837198685,111.46052631578948,813.1268877312439,32.057472042039024,751.4736842105264,5.287615538738165,0.6493632750054149,5.552631578947368,3.112085324490239,0.8015888409180347,3.3552631578947367,,,
2017,80,QB,0,10,0.7072714975421175,0.5,232.87600000000003,0.7079595048354463,0.5,232.87600000000003,0.6951835533340037,0.4,228.82200000000003,0.534682860385072,0.6,242.996,,3.2977187670028485,-0.09183130698213934,3.2,11.266132217720036,-1.3975722969594766,11.9625,57.03898420352505,-11.169637890449174,67.1625,,,,,,,,,,,,,0.0,0.0,164.0,227.4633372472514,164.0,,,,,,,,,,,,,,,,,,B,3.2977187670028485,-0.09183130698213934,35,2.238993563340717,-0.6429559202322985,0.2378275452880998,100.36210903568379,2.0215384465787976,106.0875,702.6754392507033,35.17985981436741,769.35,5.169965550260324,0.3520465376012107,5.75,2.9731962398210583,0.022396716079631163,3.5625,,,
2018,72,QB,19,10,0.6282055445183832,0.3,280.178,0.6258396050482371,0.3,280.178,0.4794951222715896,0.4,270.064,0.5694547478568106,0.5,280.962,0.39067497183495997,3.6378820194864057,-0.11979068230353412,4.458333333333333,14.242553861635965,-2.3637357123080394,18.041666666666668,73.24159105584954,-13.140440467632386,92.08333333333333,,,,,,,,,,,,,0.0,3.0,276.5,200.53979925125037,279.5,0.6,276.822,-0.07719298245614034,0.5,242.24799999999996,-0.0824561403508772,0.5,242.24799999999996,-0.005263157894736842,0.6,256.64,0.09473684210526316,0.6,256.802,0.39067497183495997,0.6,276.822,B,3.6378820194864057,-0.11979068230353412,26,2.8763219088437717,-0.7893058162481886,0.24983374104365358,116.19778085205598,1.4233581589262612,146.93055555555554,875.6286983720632,-55.29364277302035,1046.9583333333333,6.412506861364041,-0.9649025273810248,6.791666666666667,3.147720681962298,0.18908954819274604,4.541666666666667,,,
2019,79,QB,20,10,0.690789257053305,0.6,269.38800000000003,0.6906408332200974,0.6,246.314,0.56404287102651,0.5,229.536,0.5252035917417893,0.5,230.394,0.1572611430889571,3.476669642179806,0.4593096695719939,3.962025316455696,12.53137592556991,1.1566400498024985,14.569620253164556,61.44542326059131,5.263198047942442,73.86075949367088,,,,,,,,,,,,,0.0,6.5,228.5,221.74038968483225,235.0,0.5,279.372,0.38947368421052625,0.7,294.684,0.38796992481203,0.7,294.684,0.12180451127819547,0.6,286.13800000000003,0.15939849624060148,0.6,283.36199999999997,0.1572611430889571,0.5,279.372,B,3.476669642179806,0.4593096695719939,35,2.579708163912697,-0.018797835448937508,0.30237422520583257,121.34663308353795,11.106195681832295,137.72151898734177,876.1901507179265,65.31095126848506,940.7594936708861,5.571454093396195,0.44163627759480134,6.405063291139241,3.4024872830268937,0.490670284516254,4.151898734177215,,,
2020,80,QB,20,10,0.7496538078588105,0.6,283.1,0.7496538078588105,0.6,283.1,0.6585007473279235,0.7,311.982,0.6313719531738502,0.6,295.43399999999997,0.41654135338345866,3.5084049750512825,-0.33344998947381355,3.675,13.13401688261296,-2.911036225017414,13.7,67.19118583579424,-16.27865527274644,64.775,,,,,,,,,,,,,0.0,4.0,233.0,231.2827571629476,237.0,0.7,319.61199999999997,0.29172932330827067,0.6,306.78200000000004,0.3082706766917293,0.6,306.78200000000004,0.4917293233082706,0.8,331.832,0.4917293233082706,0.8,326.904,0.41654135338345866,0.7,319.61199999999997,B,3.5084049750512825,-0.33344998947381355,35,3.1476795513757048,-1.0580635834565877,0.29157367058799305,111.5209044415511,-0.180300980385244,126.0625,838.0984904215395,-17.447587487930626,904.275,6.22959675474622,-0.8731816992003513,6.425,2.9851908965942795,0.4545422996289668,3.8125,,,
2021,82,QB,24,10,0.718083837165242,0.5,292.436,0.718391165588589,0.5,292.436,0.5921742871240119,0.5,299.368,0.5577153892573391,0.6,305.73799999999994,0.6192650722605039,3.540628219130043,0.40564021018705976,4.012195121951219,11.947570640326898,1.4074505470486796,15.21951219512195,57.45707629068987,6.70694064207111,78.04878048780488,,,,,,,,,,,,,0.0,4.0,192.5,256.71430571697755,196.5,0.7,326.574,0.23304347826086955,0.5,275.104,0.23130434782608694,0.5,275.104,0.5668176314366014,0.6,290.278,0.4890876326725683,0.6,288.406,0.6192650722605039,0.7,326.574,B,3.540628219130043,0.40564021018705976,34,2.3260836635470703,-0.206428814297925,0.4011989704755435,115.94362202208175,25.520919006724775,125.7560975609756,846.482810129142,195.15445747117195,903.329268292683,6.251465731764674,1.2075373353190604,6.280487804878049,3.1083736510949223,0.586356905996471,4.073170731707317,,,
2022,82,QB,14,10,0.7428426858689212,0.3,279.216,0.7446902541026237,0.3,279.216,0.7168849582263956,0.5,301.484,0.6061011471986932,0.2,249.17,0.3322334243638211,2.855066098969695,-0.20557615441163113,3.1463414634146343,11.792545520655322,-3.426968083060947,13.158536585365853,63.67550583896131,-18.652120897782027,64.79268292682927,,,,,,,,,,,,,0.0,11.0,162.0,214.79853817131715,173.0,0.7,270.22200000000004,0.4153846153846154,0.7,281.20799999999997,0.49890109890109896,0.7,281.20799999999997,0.45494505494505494,0.7,279.408,0.3406593406593406,0.7,265.23,0.3322334243638211,0.7,270.22200000000004,B,2.855066098969695,-0.20557615441163113,34,2.4365694323977993,-0.6403945453192028,0.20670574298607705,89.89044849720452,1.4229860306163,95.97560975609755,651.2574114707032,34.414635541457756,695.3536585365854,4.607495221619392,0.9398546782703543,5.073170731707317,2.340145588006402,0.1007087395960326,3.0365853658536586,,,
2023,87,QB,24,10,0.6035439897098304,0.4,243.18200000000002,0.6033964239421751,0.4,243.18200000000002,0.529996688233915,0.4,244.16200000000003,0.4695871369879191,0.3,197.636,0.11007180938638823,3.939333968363743,0.025000397719632785,4.425287356321839,13.491657373530005,-0.20130649324726288,16.091954022988507,59.216065169192404,7.532740816740108,77.94252873563218,,,,,,,,,,,,,0.0,2.0,149.0,205.505854291028,151.0,0.5,255.57999999999998,0.17217391304347823,0.5,233.24,0.17217391304347823,0.5,233.24,0.19565217391304346,0.5,244.16200000000003,0.1652173913043478,0.4,224.24,0.11007180938638823,0.5,255.57999999999998,B,3.939333968363743,0.025000397719632785,38,3.3234159736274655,-1.5105534020027225,0.207546295214746,123.78426658793119,11.052370630633565,145.1494252873563,919.1817687449791,83.85961503322548,1029.471264367816,5.784871694017672,0.8557924113933427,5.988505747126437,3.249956322949031,0.3351333127240922,3.8160919540229883,,,
2024,91,QB,23,10,0.7185985135084827,0.4,261.386,0.7180686564881325,0.4,261.386,0.5316679849407927,0.4,279.772,0.4831447349286656,0.4,253.55199999999996,0.30548693796512577,3.4334493679891542,-0.05187080497422123,4.186813186813187,15.07082613041353,-1.594779460558554,18.384615384615383,81.99055626361289,-18.16626126149112,98.15384615384616,,,,,,,,,,,,,0.0,2.0,137.5,195.0611023196264,139.5,0.6,275.074,0.46245059288537554,0.6,283.068,0.4525691699604743,0.6,283.068,0.24530180149995037,0.6,279.772,0.32616754146218147,0.6,272.25999999999993,0.30548693796512577,0.6,275.074,B,3.4334493679891542,-0.05187080497422123,39,2.0983380643446683,-0.6193770932843055,0.5091138171627707,109.62454092467586,10.10557256512693,136.47252747252747,788.4018293956944,58.90425972898366,936.7582417582418,5.405755188693594,-0.10443683817388627,5.967032967032967,3.322629183004914,0.5543966039679565,4.021978021978022,,,
2014,68,QB,0,10,0.7867189467414041,0.6,284.1719999999999,0.7857229060024442,0.6,284.172,0.7050464538917739,0.5,295.78000000000003,0.6795215853713177,0.7,307.882,,3.2288299327428636,-0.13741076914121447,3.485294117647059,11.239967168075715,-1.3489296638155845,12.323529411764707,52.97718446563623,-6.60193016884077,62.161764705882355,,,,,,,,,,,,,0.0,6.5,201.5,203.17410817336915,208.0,,,,,,,,,,,,,,,,,,C,3.2288299327428636,-0.13741076914121447,21,2.779651769487078,-0.42652726327755086,0.1479992032540246,109.35248205303407,0.988506017579077,126.22058823529412,809.4221687839657,-21.546848234531968,874.5441176470588,5.6128575611208,-0.36657919681079065,6.117647058823529,3.348558088063655,0.34945386796947686,5.029411764705882,,,
2015,72,QB,0,10,0.6548746882757289,0.3,244.728,0.651501956951966,0.3,244.72800000000007,0.6300732470110181,0.5,261.136,0.6249110633864847,0.6,273.872,,3.5135291940305517,-0.10238306393869763,3.6805555555555554,12.197002034610383,0.2971637425714789,12.5,54.48841273262565,3.8508827601558258,60.77777777777778,,,,,,,,,,,,,0.0,3.0,230.0,179.0789783438116,233.0,,,,,,,,,,,,,,,,,,C,3.5135291940305517,-0.10238306393869763,26,2.668506298825463,-1.5981163025647853,0.22748732570698307,120.74381635913853,-9.452156384974254,123.06944444444444,887.3990934459977,-92.55000783201747,931.6666666666666,6.329827909755498,-0.7578119927752578,7.208333333333333,2.9150774330464464,0.20099550195500004,3.388888888888889,,,
2016,76,QB,0,10,0.7099974596608117,0.4,256.77799999999996,0.7106045073508562,0.4,256.77799999999996,0.6199797294200764,0.5,289.784,0.6062206682847894,0.4,287.782,,3.4321024362175305,0.19558217728058694,3.3289473684210527,10.344700199396959,1.4048497487646525,10.960526315789474,60.390149944621065,8.751077635586904,56.31578947368421,,,,,,,,,,,,,0.0,1.0,200.0,242.4705121605813,201.0,,,,,,,,,,,,,,,,,,C,3.4321024362175305,0.19558217728058694,25,2.310868310035984,0.7621747462139362,0.06849217070810326,113.35448633341117,3.2952734694490817,111.46052631578948,814.0995641502615,23.55255781522714,751.4736842105264,5.3075157203597625,0.5939083867638515,5.552631578947368,3.1425799874641136,0.765635384541509,3.3552631578947367,,,
2017,80,QB,0,10,0.7208181239038695,0.6,261.01599999999996,0.7226449018896048,0.6,261.01599999999996,0.6951835533340037,0.4,228.82200000000003,0.534682860385072,0.6,242.996,,3.2193105103371673,-0.1017353816271552,3.2,11.133717745451786,-1.4247597147526523,11.9625,56.26333998517966,-11.499746960338737,67.1625,,,,,,,,,,,,,0.0,0.0,164.0,226.48245598469413,164.0,,,,,,,,,,,,,,,,,,C,3.2193105103371673,-0.1017353816271552,35,2.2063234152357767,-0.6760507471251769,0.34111435156465875,98.9416394587103,1.6615431191129773,106.0875,690.7135111320107,32.77372300301183,769.35,5.127718588498932,0.3386739459270379,5.75,2.9846866526860456,0.0068134471252259575,3.5625,,,
2018,72,QB,19,10,0.6302261111131777,0.3,280.178,0.6300640617672846,0.3,280.178,0.4794951222715896,0.4,270.064,0.5694547478568106,0.5,280.962,0.39067497183495997,3.5976920656448956,-0.0120366701206382,4.458333333333333,14.180258109167616,-2.0725896214719044,18.041666666666668,73.20881344280434,-11.735274944442004,92.08333333333333,,,,,,,,,,,,,0.0,3.0,276.5,201.67524523533794,279.5,0.6,276.822,-0.08771929824561404,0.5,239.67399999999998,-0.08771929824561404,0.5,239.67399999999998,-0.005263157894736842,0.6,256.64,0.09473684210526316,0.6,256.802,0.39067497183495997,0.6,276.822,C,3.5976920656448956,-0.0120366701206382,26,2.9741312553290857,-0.5505613409201074,0.2667077144105666,116.05785429308195,4.234601997690717,146.93055555555554,872.059559929861,-34.760387816483075,1046.9583333333333,6.3651092447468125,-0.8374406742500828,6.791666666666667,3.169855072617616,0.25168977185953084,4.541666666666667,,,
2019,79,QB,20,10,0.6919066465420883,0.5,263.636,0.692500345487995,0.6,266.312,0.56404287102651,0.5,229.536,0.5252035917417893,0.5,230.394,0.1572611430889571,3.5376235426551412,0.4482708210903331,3.962025316455696,12.864434016066983,1.0493666413889182,14.569620253164556,62.663121636634486,4.5912727243981974,73.86075949367088,,,,,,,,,,,,,0.0,6.5,228.5,220.0463149844115,235.0,0.5,279.372,0.3278195488721804,0.6,283.452,0.3413533834586466,0.6,283.452,0.12180451127819547,0.6,286.13800000000003,0.15939849624060148,0.6,283.36199999999997,0.1572611430889571,0.5,279.372,C,3.5376235426551412,0.4482708210903331,35,2.5618452698912844,0.07603413315711031,0.3707190494314396,124.13017824379423,10.403432595024354,137.72151898734177,894.2091856307842,60.31794796048011,940.7594936708861,5.676100359701729,0.4105431491621925,6.405063291139241,3.4507068848706948,0.46805888623571085,4.151898734177215,,,
2020,80,QB,20,10,0.7528370343808092,0.7,321.784,0.7527898345667415,0.7,321.784,0.6585007473279235,0.7,311.982,0.6313719531738502,0.6,295.43399999999997,0.41654135338345866,3.431136376784065,-0.3061180062054082,3.675,13.062880224863239,-2.920439352638234,13.7,67.75608641976744,-16.327687935590056,64.775,,,,,,,,,,,,,0.0,4.0,233.0,231.09765638155994,237.0,0.7,319.61199999999997,0.28421052631578947,0.7,316.086,0.2827067669172932,0.7,316.086,0.4917293233082706,0.8,331.832,0.4917293233082706,0.8,326.904,0.41654135338345866,0.7,319.61199999999997,C,3.431136376784065,-0.3061180062054082,35,3.065807904040857,-0.8659840474003547,0.3179466176659534,109.4441904907081,0.5358841153671868,126.0625,822.4336512510793,-12.12195174761501,904.275,6.158223456623107,-0.8406258399865056,6.425,2.9126178989525813,0.4710763502962047,3.8125,,,
