run,position,season,n_board_vet,n_vet,rho_points,rho_points_fullvet,coverage,universe,targets,S,first_feature_season
F4k,TE,2020,16,85,0.3382352941176471,0.613718347379949,0.8125,m_panel_halfppr12,2019-2024,6,2017
F4k,TE,2021,17,90,0.3627450980392157,0.683616907726008,0.9411764705882352,m_panel_halfppr12,2019-2024,6,2017
F4k,TE,2022,12,89,0.2377622377622378,0.7875807816763702,1.0,m_panel_halfppr12,2019-2024,6,2017
F4k,TE,2023,17,89,0.5294117647058825,0.7696481776723719,0.9411764705882352,m_panel_halfppr12,2019-2024,6,2017
F4k,TE,2024,16,86,0.2810891121542617,0.738862487148781,0.9375,m_panel_halfppr12,2019-2024,6,2017
F4k,WR,2019,49,185,0.5614285714285714,0.7313453448598549,0.9387755102040816,m_panel_halfppr12,2019-2024,6,2017
F4k,WR,2020,50,190,0.4592076830732293,0.7569828711143826,0.92,m_panel_halfppr12,2019-2024,6,2017
F4k,WR,2021,58,197,0.4142301244779912,0.7067141008746467,0.9310344827586208,m_panel_halfppr12,2019-2024,6,2017
F4k,WR,2022,39,193,0.7061086096395579,0.7227731231983026,0.9487179487179488,m_panel_halfppr12,2019-2024,6,2017
F4k,WR,2023,61,188,0.5813931966821773,0.7757870274240798,0.8688524590163934,m_panel_halfppr12,2019-2024,6,2017
F4k,WR,2024,54,190,0.4850864320765137,0.7933392159798855,0.9629629629629628,m_panel_halfppr12,2019-2024,6,2017
CTRL-C,RB,2019,35,118,0.4246498599439776,0.7189681133188811,,m_panel_halfppr12,2019-2024,6,2017
CTRL-C,RB,2020,45,119,0.4156785243741764,0.6467764854659478,,m_panel_halfppr12,2019-2024,6,2017
CTRL-C,RB,2021,59,118,0.6493658319584615,0.5588077737318503,,m_panel_halfppr12,2019-2024,6,2017
CTRL-C,RB,2022,37,123,0.3238501659554291,0.7078957498629839,,m_panel_halfppr12,2019-2024,6,2017
CTRL-C,RB,2023,52,128,0.3438060274908221,0.7276346055686481,,m_panel_halfppr12,2019-2024,6,2017
CTRL-C,RB,2024,46,112,0.3903296434061555,0.7792035209699752,,m_panel_halfppr12,2019-2024,6,2017
F5,RB,2019,35,118,0.4607843137254901,0.7230204413680698,1.0,m_panel_halfppr12,2019-2024,6,2017
F5,RB,2020,45,119,0.4015810276679841,0.6562655854978817,1.0,m_panel_halfppr12,2019-2024,6,2017
F5,RB,2021,59,118,0.6367408976917623,0.5493951404952251,0.9830508474576272,m_panel_halfppr12,2019-2024,6,2017
F5,RB,2022,37,123,0.3195827406353722,0.7159985946178652,1.0,m_panel_halfppr12,2019-2024,6,2017
F5,RB,2023,52,128,0.3252796038589601,0.7283544668336216,0.9807692307692308,m_panel_halfppr12,2019-2024,6,2017
F5,RB,2024,46,112,0.4153689600790737,0.7875203056918912,1.0,m_panel_halfppr12,2019-2024,6,2017
F5,TE,2019,10,90,0.6,0.5992362878079391,1.0,m_panel_halfppr12,2019-2024,6,2017
F5,TE,2020,16,85,0.411764705882353,0.6335520835496292,1.0,m_panel_halfppr12,2019-2024,6,2017
F5,TE,2021,17,90,0.3725490196078431,0.6843038933463543,1.0,m_panel_halfppr12,2019-2024,6,2017
F5,TE,2022,12,89,0.2237762237762237,0.787597975135485,1.0,m_panel_halfppr12,2019-2024,6,2017
F5,TE,2023,17,89,0.5392156862745099,0.7678965574723947,1.0,m_panel_halfppr12,2019-2024,6,2017
F5,TE,2024,16,86,0.2810891121542617,0.7401591854660297,1.0,m_panel_halfppr12,2019-2024,6,2017
F5,WR,2019,49,185,0.5598979591836734,0.7316910742296254,1.0,m_panel_halfppr12,2019-2024,6,2017
F5,WR,2020,50,190,0.4679471788715486,0.75698109605102,1.0,m_panel_halfppr12,2019-2024,6,2017
F5,WR,2021,58,197,0.4097389913891908,0.7041749742570621,1.0,m_panel_halfppr12,2019-2024,6,2017
F5,WR,2022,39,193,0.706817147521937,0.7228185665487818,1.0,m_panel_halfppr12,2019-2024,6,2017
F5,WR,2023,61,188,0.5857295839959792,0.7766040715228114,1.0,m_panel_halfppr12,2019-2024,6,2017
F5,WR,2024,54,190,0.4831043092988947,0.7953168870444135,1.0,m_panel_halfppr12,2019-2024,6,2017
F5k,RB,2019,35,118,0.4302521008403361,0.7173915911737173,1.0,m_panel_halfppr12,2019-2024,6,2017
F5k,RB,2020,45,119,0.4119894598155468,0.646525924544697,1.0,m_panel_halfppr12,2019-2024,6,2017
F5k,RB,2021,59,118,0.6514115388998248,0.5591045519693615,0.9830508474576272,m_panel_halfppr12,2019-2024,6,2017
F5k,RB,2022,37,123,0.3238501659554291,0.7076722007673873,1.0,m_panel_halfppr12,2019-2024,6,2017
F5k,RB,2023,52,128,0.3455989071971314,0.7282093335140704,0.9807692307692308,m_panel_halfppr12,2019-2024,6,2017
F5k,RB,2024,46,112,0.3903296434061555,0.7792035209699752,1.0,m_panel_halfppr12,2019-2024,6,2017
F5k,TE,2019,10,90,0.6,0.606542119380464,1.0,m_panel_halfppr12,2019-2024,6,2017
F5k,TE,2020,16,85,0.4029411764705882,0.6249342614571187,1.0,m_panel_halfppr12,2019-2024,6,2017
F5k,TE,2021,17,90,0.3627450980392157,0.6838403849760003,1.0,m_panel_halfppr12,2019-2024,6,2017
F5k,TE,2022,12,89,0.2377622377622378,0.7880707952611449,1.0,m_panel_halfppr12,2019-2024,6,2017
F5k,TE,2023,17,89,0.5416666666666667,0.7703522603017745,1.0,m_panel_halfppr12,2019-2024,6,2017
F5k,TE,2024,16,86,0.2810891121542617,0.739827912173302,1.0,m_panel_halfppr12,2019-2024,6,2017
F5k,WR,2019,49,185,0.5639795918367346,0.7314096889370068,1.0,m_panel_halfppr12,2019-2024,6,2017
F5k,WR,2020,50,190,0.4608403361344537,0.7569961840895999,1.0,m_panel_halfppr12,2019-2024,6,2017
F5k,WR,2021,58,197,0.4061706938665823,0.7064101320476037,1.0,m_panel_halfppr12,2019-2024,6,2017
F5k,WR,2022,39,193,0.706817147521937,0.7224768998766602,1.0,m_panel_halfppr12,2019-2024,6,2017
F5k,WR,2023,61,188,0.5850156665723655,0.7763682802728418,1.0,m_panel_halfppr12,2019-2024,6,2017
F5k,WR,2024,54,190,0.4815033639785102,0.7939695986317039,1.0,m_panel_halfppr12,2019-2024,6,2017
F6,QB,2018,19,65,-0.1105263157894737,0.6101852147998592,,m_panel_halfppr12,2018-2024,7,2012
F6,QB,2019,19,72,0.3368421052631579,0.6785571599336123,,m_panel_halfppr12,2018-2024,7,2012
F6,QB,2020,19,73,0.4140350877192982,0.7580054000034395,,m_panel_halfppr12,2018-2024,7,2012
F6,QB,2021,19,73,0.2087719298245614,0.7205611582420037,,m_panel_halfppr12,2018-2024,7,2012
F6,QB,2022,14,77,0.5560439560439561,0.7384013353493164,,m_panel_halfppr12,2018-2024,7,2012
F6,QB,2023,23,79,0.0592885375494071,0.5971021135389916,,m_panel_halfppr12,2018-2024,7,2012
F6,QB,2024,21,85,0.4363636363636363,0.7019018777886866,,m_panel_halfppr12,2018-2024,7,2012
F6,RB,2018,29,120,0.440886699507389,0.6242818361122029,,m_panel_halfppr12,2018-2024,7,2012
F6,RB,2019,35,118,0.4224089635854341,0.693812205126921,,m_panel_halfppr12,2018-2024,7,2012
F6,RB,2020,45,119,0.4111989459815546,0.6593140960254155,,m_panel_halfppr12,2018-2024,7,2012
F6,RB,2021,59,118,0.6490151393399421,0.6040195528845267,,m_panel_halfppr12,2018-2024,7,2012
F6,RB,2022,37,123,0.3245614035087719,0.7140526008349766,,m_panel_halfppr12,2018-2024,7,2012
F6,RB,2023,52,128,0.3592589430547255,0.740018914918612,,m_panel_halfppr12,2018-2024,7,2012
F6,RB,2024,46,112,0.4072897716944622,0.7851070153061038,,m_panel_halfppr12,2018-2024,7,2012
F6,TE,2018,11,89,0.3,0.6182889456174459,,m_panel_halfppr12,2018-2024,7,2012
F6,TE,2019,10,90,0.5636363636363636,0.5697134057813813,,m_panel_halfppr12,2018-2024,7,2012
F6,TE,2020,16,85,0.35,0.6435522866603923,,m_panel_halfppr12,2018-2024,7,2012
F6,TE,2021,17,90,0.267156862745098,0.6740184823920452,,m_panel_halfppr12,2018-2024,7,2012
F6,TE,2022,12,89,0.3286713286713286,0.7829471444449038,,m_panel_halfppr12,2018-2024,7,2012
F6,TE,2023,17,89,0.6421568627450981,0.7688410585606177,,m_panel_halfppr12,2018-2024,7,2012
F6,TE,2024,16,86,0.2442973435476829,0.7411624702954338,,m_panel_halfppr12,2018-2024,7,2012
F6,WR,2018,40,186,0.686992824058925,0.7286465832327133,,m_panel_halfppr12,2018-2024,7,2012
F6,WR,2019,49,185,0.5569387755102041,0.7498514697361891,,m_panel_halfppr12,2018-2024,7,2012
F6,WR,2020,50,190,0.4112845138055222,0.7617684170997726,,m_panel_halfppr12,2018-2024,7,2012
F6,WR,2021,58,197,0.4125690204588458,0.7190212854874911,,m_panel_halfppr12,2018-2024,7,2012
F6,WR,2022,39,193,0.6930512686642851,0.7286161441397513,,m_panel_halfppr12,2018-2024,7,2012
F6,WR,2023,61,188,0.587580481020163,0.7830919865752686,,m_panel_halfppr12,2018-2024,7,2012
F6,WR,2024,54,190,0.4979702301310369,0.8054252345222365,,m_panel_halfppr12,2018-2024,7,2012
